Account Name,Var 1,Var 2,Var 3,Var N,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018,01/2019,02/2019,03/2019,04/2019,05/2019,06/2019,07/2019,08/2019,09/2019,10/2019,11/2019,12/2019,01/2020,02/2020,03/2020,04/2020,05/2020,06/2020,07/2020,08/2020,09/2020,10/2020,11/2020,12/2020,01/2021,02/2021,03/2021,04/2021,05/2021
286,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,"$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795","$595,795"
287,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,"$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268","$289,268"
288,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,"$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655","$811,655"
289,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,"$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490","$669,490"
290,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,"$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925","$620,925"
291,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,"$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938","$927,938"
292,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,"$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490","$443,490"
293,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,"$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755","$378,755"
294,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,"$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232","$515,232"
295,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,"$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500","$524,500"
296,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,"$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114","$283,114"
297,North America,Travel,Enterprise,,,,,,,,,,,,,,,,,,,"$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373","$201,373"
298,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,"$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093","$560,093"
299,EMEA,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,"$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087","$941,087"
300,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,"$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732","$951,732"
301,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,"$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782","$841,782"
302,EMEA,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,"$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826","$871,826"
303,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,"$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098","$750,098"
304,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,"$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828","$26,828"
305,APAC,Travel,Middle Market,,,,,,,,,,,,,,,,,,,"$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324","$183,324"
306,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,"$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744","$377,744"
307,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,"$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011","$497,011"
308,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,,,,"$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851","$195,851"
309,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,"$953,568","$953,568","$953,568","$953,568","$953,568","$953,568","$953,568","$953,568","$953,568","$953,568","$953,568","$953,568","$1,191,960","$1,191,960","$1,191,960","$1,191,960","$1,191,960","$1,191,960","$1,191,960","$1,191,960","$1,191,960","$1,191,960","$1,191,960"
310,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,"$387,962","$387,962","$387,962","$387,962","$387,962","$387,962","$387,962","$387,962","$387,962","$387,962","$387,962","$387,962","$484,953","$484,953","$484,953","$484,953","$484,953","$484,953","$484,953","$484,953","$484,953","$484,953","$484,953"
311,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,"$414,728","$414,728","$414,728","$414,728","$414,728","$414,728","$414,728","$414,728","$414,728","$414,728","$414,728","$414,728","$518,410","$518,410","$518,410","$518,410","$518,410","$518,410","$518,410","$518,410","$518,410","$518,410","$518,410"
312,APAC,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,"$748,691","$748,691","$748,691","$748,691","$748,691","$748,691","$748,691","$748,691","$748,691","$748,691","$748,691","$748,691","$935,864","$935,864","$935,864","$935,864","$935,864","$935,864","$935,864","$935,864","$935,864","$935,864","$935,864"
313,North America,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,"$955,322","$955,322","$955,322","$955,322","$955,322","$955,322","$955,322","$955,322","$955,322","$955,322","$955,322","$955,322","$1,194,153","$1,194,153","$1,194,153","$1,194,153","$1,194,153","$1,194,153","$1,194,153","$1,194,153","$1,194,153","$1,194,153","$1,194,153"
314,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,"$517,762","$517,762","$517,762","$517,762","$517,762","$517,762","$517,762","$517,762","$517,762","$517,762","$517,762","$517,762","$647,203","$647,203","$647,203","$647,203","$647,203","$647,203","$647,203","$647,203","$647,203","$647,203","$647,203"
315,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,"$461,952","$461,952","$461,952","$461,952","$461,952","$461,952","$461,952","$461,952","$461,952","$461,952","$461,952","$461,952","$577,440","$577,440","$577,440","$577,440","$577,440","$577,440","$577,440","$577,440","$577,440","$577,440","$577,440"
316,North America,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,"$38,834","$38,834","$38,834","$38,834","$38,834","$38,834","$38,834","$38,834","$38,834","$38,834","$38,834","$38,834","$48,543","$48,543","$48,543","$48,543","$48,543","$48,543","$48,543","$48,543","$48,543","$48,543","$48,543"
317,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,"$903,976","$903,976","$903,976","$903,976","$903,976","$903,976","$903,976","$903,976","$903,976","$903,976","$903,976","$903,976","$1,129,970","$1,129,970","$1,129,970","$1,129,970","$1,129,970","$1,129,970","$1,129,970","$1,129,970","$1,129,970","$1,129,970","$1,129,970"
318,EMEA,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,"$332,577","$332,577","$332,577","$332,577","$332,577","$332,577","$332,577","$332,577","$332,577","$332,577","$332,577","$332,577","$415,721","$415,721","$415,721","$415,721","$415,721","$415,721","$415,721","$415,721","$415,721","$415,721","$415,721"
319,APAC,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,"$160,822","$160,822","$160,822","$160,822","$160,822","$160,822","$160,822","$160,822","$160,822","$160,822","$160,822","$160,822","$201,028","$201,028","$201,028","$201,028","$201,028","$201,028","$201,028","$201,028","$201,028","$201,028","$201,028"
320,EMEA,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,"$548,259","$548,259","$548,259","$548,259","$548,259","$548,259","$548,259","$548,259","$548,259","$548,259","$548,259","$548,259","$685,324","$685,324","$685,324","$685,324","$685,324","$685,324","$685,324","$685,324","$685,324","$685,324","$685,324"
321,APAC,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,"$431,251","$431,251","$431,251","$431,251","$431,251","$431,251","$431,251","$431,251","$431,251","$431,251","$431,251","$431,251","$539,064","$539,064","$539,064","$539,064","$539,064","$539,064","$539,064","$539,064","$539,064","$539,064","$539,064"
322,EMEA,Travel,SMB,,,,,,,,,,,,,,,,,,,,"$938,268","$938,268","$938,268","$938,268","$938,268","$938,268","$938,268","$938,268","$938,268","$938,268","$938,268","$938,268","$1,172,835","$1,172,835","$1,172,835","$1,172,835","$1,172,835","$1,172,835","$1,172,835","$1,172,835","$1,172,835","$1,172,835","$1,172,835"
323,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,"$172,752","$172,752","$172,752","$172,752","$172,752","$172,752","$172,752","$172,752","$172,752","$172,752","$172,752","$172,752","$215,940","$215,940","$215,940","$215,940","$215,940","$215,940","$215,940","$215,940","$215,940","$215,940","$215,940"
324,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,"$194,737","$194,737","$194,737","$194,737","$194,737","$194,737","$194,737","$194,737","$194,737","$194,737","$194,737","$194,737","$243,421","$243,421","$243,421","$243,421","$243,421","$243,421","$243,421","$243,421","$243,421","$243,421","$243,421"
325,EMEA,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,"$730,879","$730,879","$730,879","$730,879","$730,879","$730,879","$730,879","$730,879","$730,879","$730,879","$730,879","$730,879","$913,599","$913,599","$913,599","$913,599","$913,599","$913,599","$913,599","$913,599","$913,599","$913,599","$913,599"
326,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,"$183,486","$183,486","$183,486","$183,486","$183,486","$183,486","$183,486","$183,486","$183,486","$183,486","$183,486","$183,486","$229,358","$229,358","$229,358","$229,358","$229,358","$229,358","$229,358","$229,358","$229,358","$229,358","$229,358"
327,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,"$166,055","$166,055","$166,055","$166,055","$166,055","$166,055","$166,055","$166,055","$166,055","$166,055","$166,055","$166,055","$207,569","$207,569","$207,569","$207,569","$207,569","$207,569","$207,569","$207,569","$207,569","$207,569","$207,569"
328,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,"$252,322","$252,322","$252,322","$252,322","$252,322","$252,322","$252,322","$252,322","$252,322","$252,322","$252,322","$252,322","$315,403","$315,403","$315,403","$315,403","$315,403","$315,403","$315,403","$315,403","$315,403","$315,403","$315,403"
329,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,"$573,099","$573,099","$573,099","$573,099","$573,099","$573,099","$573,099","$573,099","$573,099","$573,099","$573,099","$573,099","$716,374","$716,374","$716,374","$716,374","$716,374","$716,374","$716,374","$716,374","$716,374","$716,374","$716,374"
330,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,"$108,451","$108,451","$108,451","$108,451","$108,451","$108,451","$108,451","$108,451","$108,451","$108,451","$108,451","$108,451","$135,564","$135,564","$135,564","$135,564","$135,564","$135,564","$135,564","$135,564","$135,564","$135,564","$135,564"
331,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,"$964,504","$964,504","$964,504","$964,504","$964,504","$964,504","$964,504","$964,504","$964,504","$964,504","$964,504","$964,504","$1,205,630","$1,205,630","$1,205,630","$1,205,630","$1,205,630","$1,205,630","$1,205,630","$1,205,630","$1,205,630","$1,205,630","$1,205,630"
332,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,"$346,233","$346,233","$346,233","$346,233","$346,233","$346,233","$346,233","$346,233","$346,233","$346,233","$346,233","$346,233","$432,791","$432,791","$432,791","$432,791","$432,791","$432,791","$432,791","$432,791","$432,791","$432,791","$432,791"
333,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,"$592,129","$592,129","$592,129","$592,129","$592,129","$592,129","$592,129","$592,129","$592,129","$592,129","$592,129","$592,129","$740,161","$740,161","$740,161","$740,161","$740,161","$740,161","$740,161","$740,161","$740,161","$740,161","$740,161"
334,EMEA,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,"$725,394","$725,394","$725,394","$725,394","$725,394","$725,394","$725,394","$725,394","$725,394","$725,394","$725,394","$725,394","$906,743","$906,743","$906,743","$906,743","$906,743","$906,743","$906,743","$906,743","$906,743","$906,743","$906,743"
335,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,"$752,504","$752,504","$752,504","$752,504","$752,504","$752,504","$752,504","$752,504","$752,504","$752,504","$752,504","$752,504","$940,630","$940,630","$940,630","$940,630","$940,630","$940,630","$940,630","$940,630","$940,630","$940,630","$940,630"
336,North America,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,"$252,329","$252,329","$252,329","$252,329","$252,329","$252,329","$252,329","$252,329","$252,329","$252,329","$252,329","$252,329","$315,411","$315,411","$315,411","$315,411","$315,411","$315,411","$315,411","$315,411","$315,411","$315,411","$315,411"
337,North America,Healthcare,SMB,,,,,,,,,,,,,,,,,,,,"$54,020","$54,020","$54,020","$54,020","$54,020","$54,020","$54,020","$54,020","$54,020","$54,020","$54,020","$54,020","$67,525","$67,525","$67,525","$67,525","$67,525","$67,525","$67,525","$67,525","$67,525","$67,525","$67,525"
338,EMEA,Travel,SMB,,,,,,,,,,,,,,,,,,,,"$530,384","$530,384","$530,384","$530,384","$530,384","$530,384","$530,384","$530,384","$530,384","$530,384","$530,384","$530,384","$662,980","$662,980","$662,980","$662,980","$662,980","$662,980","$662,980","$662,980","$662,980","$662,980","$662,980"
339,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,"$489,997","$489,997","$489,997","$489,997","$489,997","$489,997","$489,997","$489,997","$489,997","$489,997","$489,997","$489,997","$612,496","$612,496","$612,496","$612,496","$612,496","$612,496","$612,496","$612,496","$612,496","$612,496","$612,496"
340,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,"$558,733","$558,733","$558,733","$558,733","$558,733","$558,733","$558,733","$558,733","$558,733","$558,733","$558,733","$558,733","$698,416","$698,416","$698,416","$698,416","$698,416","$698,416","$698,416","$698,416","$698,416","$698,416","$698,416"
341,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,"$531,472","$531,472","$531,472","$531,472","$531,472","$531,472","$531,472","$531,472","$531,472","$531,472","$531,472","$531,472","$664,340","$664,340","$664,340","$664,340","$664,340","$664,340","$664,340","$664,340","$664,340","$664,340","$664,340"
342,North America,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,"$944,046","$944,046","$944,046","$944,046","$944,046","$944,046","$944,046","$944,046","$944,046","$944,046","$944,046","$944,046","$1,180,058","$1,180,058","$1,180,058","$1,180,058","$1,180,058","$1,180,058","$1,180,058","$1,180,058","$1,180,058","$1,180,058","$1,180,058"
343,EMEA,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,"$688,604","$688,604","$688,604","$688,604","$688,604","$688,604","$688,604","$688,604","$688,604","$688,604","$688,604","$688,604","$860,755","$860,755","$860,755","$860,755","$860,755","$860,755","$860,755","$860,755","$860,755","$860,755","$860,755"
344,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,"$512,951","$512,951","$512,951","$512,951","$512,951","$512,951","$512,951","$512,951","$512,951","$512,951","$512,951","$512,951","$641,189","$641,189","$641,189","$641,189","$641,189","$641,189","$641,189","$641,189","$641,189","$641,189","$641,189"
345,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,"$277,281","$277,281","$277,281","$277,281","$277,281","$277,281","$277,281","$277,281","$277,281","$277,281","$277,281","$277,281","$346,601","$346,601","$346,601","$346,601","$346,601","$346,601","$346,601","$346,601","$346,601","$346,601","$346,601"
346,EMEA,Travel,SMB,,,,,,,,,,,,,,,,,,,,"$339,979","$339,979","$339,979","$339,979","$339,979","$339,979","$339,979","$339,979","$339,979","$339,979","$339,979","$339,979","$424,974","$424,974","$424,974","$424,974","$424,974","$424,974","$424,974","$424,974","$424,974","$424,974","$424,974"
347,APAC,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,"$109,842","$109,842","$109,842","$109,842","$109,842","$109,842","$109,842","$109,842","$109,842","$109,842","$109,842","$109,842","$137,303","$137,303","$137,303","$137,303","$137,303","$137,303","$137,303","$137,303","$137,303","$137,303","$137,303"
348,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,"$892,115","$892,115","$892,115","$892,115","$892,115","$892,115","$892,115","$892,115","$892,115","$892,115","$892,115","$892,115","$1,115,144","$1,115,144","$1,115,144","$1,115,144","$1,115,144","$1,115,144","$1,115,144","$1,115,144","$1,115,144","$1,115,144","$1,115,144"
349,North America,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,"$299,150","$299,150","$299,150","$299,150","$299,150","$299,150","$299,150","$299,150","$299,150","$299,150","$299,150","$299,150","$373,938","$373,938","$373,938","$373,938","$373,938","$373,938","$373,938","$373,938","$373,938","$373,938","$373,938"
350,North America,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,"$74,418","$74,418","$74,418","$74,418","$74,418","$74,418","$74,418","$74,418","$74,418","$74,418","$74,418","$74,418","$93,023","$93,023","$93,023","$93,023","$93,023","$93,023","$93,023","$93,023","$93,023","$93,023","$93,023"
351,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,"$736,525","$736,525","$736,525","$736,525","$736,525","$736,525","$736,525","$736,525","$736,525","$736,525","$736,525","$736,525","$920,656","$920,656","$920,656","$920,656","$920,656","$920,656","$920,656","$920,656","$920,656","$920,656","$920,656"
352,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,"$816,624","$816,624","$816,624","$816,624","$816,624","$816,624","$816,624","$816,624","$816,624","$816,624","$816,624","$816,624","$1,020,780","$1,020,780","$1,020,780","$1,020,780","$1,020,780","$1,020,780","$1,020,780","$1,020,780","$1,020,780","$1,020,780","$1,020,780"
353,EMEA,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,"$685,577","$685,577","$685,577","$685,577","$685,577","$685,577","$685,577","$685,577","$685,577","$685,577","$685,577","$685,577","$342,789","$342,789","$342,789","$342,789","$342,789","$342,789","$342,789","$342,789","$342,789","$342,789","$342,789"
354,North America,Travel,SMB,,,,,,,,,,,,,,,,,,,,"$288,781","$288,781","$288,781","$288,781","$288,781","$288,781","$288,781","$288,781","$288,781","$288,781","$288,781","$288,781",0,0,0,0,0,0,0,0,0,0,0
355,North America,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,"$359,628","$359,628","$359,628","$359,628","$359,628","$359,628","$359,628","$359,628","$359,628","$359,628","$359,628","$359,628",0,0,0,0,0,0,0,0,0,0,0
356,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,"$368,632","$368,632","$368,632","$368,632","$368,632","$368,632","$368,632","$368,632","$368,632","$368,632","$368,632","$368,632",0,0,0,0,0,0,0,0,0,0,0
357,North America,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,"$35,427","$35,427","$35,427","$35,427","$35,427","$35,427","$35,427","$35,427","$35,427","$35,427","$35,427","$35,427",0,0,0,0,0,0,0,0,0,0
358,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,"$568,408","$568,408","$568,408","$568,408","$568,408","$568,408","$568,408","$568,408","$568,408","$568,408","$568,408","$568,408",0,0,0,0,0,0,0,0,0,0
359,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,"$445,081","$445,081","$445,081","$445,081","$445,081","$445,081","$445,081","$445,081","$445,081","$445,081","$445,081","$445,081",0,0,0,0,0,0,0,0,0,0
360,EMEA,Travel,SMB,,,,,,,,,,,,,,,,,,,,,"$536,336","$536,336","$536,336","$536,336","$536,336","$536,336","$536,336","$536,336","$536,336","$536,336","$536,336","$536,336",0,0,0,0,0,0,0,0,0,0
361,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,"$132,705","$132,705","$132,705","$132,705","$132,705","$132,705","$132,705","$132,705","$132,705","$132,705","$132,705","$132,705",0,0,0,0,0,0,0,0,0,0
362,North America,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,"$215,771","$215,771","$215,771","$215,771","$215,771","$215,771","$215,771","$215,771","$215,771","$215,771","$215,771","$215,771","$280,502","$280,502","$280,502","$280,502","$280,502","$280,502","$280,502","$280,502","$280,502","$280,502"
363,EMEA,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,"$337,985","$337,985","$337,985","$337,985","$337,985","$337,985","$337,985","$337,985","$337,985","$337,985","$337,985","$337,985","$439,381","$439,381","$439,381","$439,381","$439,381","$439,381","$439,381","$439,381","$439,381","$439,381"
364,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,"$653,053","$653,053","$653,053","$653,053","$653,053","$653,053","$653,053","$653,053","$653,053","$653,053","$653,053","$653,053","$848,969","$848,969","$848,969","$848,969","$848,969","$848,969","$848,969","$848,969","$848,969","$848,969"
365,North America,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,"$892,782","$892,782","$892,782","$892,782","$892,782","$892,782","$892,782","$892,782","$892,782","$892,782","$892,782","$892,782","$1,160,617","$1,160,617","$1,160,617","$1,160,617","$1,160,617","$1,160,617","$1,160,617","$1,160,617","$1,160,617","$1,160,617"
366,APAC,Travel,Enterprise,,,,,,,,,,,,,,,,,,,,,"$74,923","$74,923","$74,923","$74,923","$74,923","$74,923","$74,923","$74,923","$74,923","$74,923","$74,923","$74,923","$97,400","$97,400","$97,400","$97,400","$97,400","$97,400","$97,400","$97,400","$97,400","$97,400"
367,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,"$195,790","$195,790","$195,790","$195,790","$195,790","$195,790","$195,790","$195,790","$195,790","$195,790","$195,790","$195,790","$254,527","$254,527","$254,527","$254,527","$254,527","$254,527","$254,527","$254,527","$254,527","$254,527"
368,APAC,Financial Services,Middle Market,,,,,,,,,,,,,,,,,,,,,"$446,501","$446,501","$446,501","$446,501","$446,501","$446,501","$446,501","$446,501","$446,501","$446,501","$446,501","$446,501","$580,451","$580,451","$580,451","$580,451","$580,451","$580,451","$580,451","$580,451","$580,451","$580,451"
369,APAC,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,"$547,094","$547,094","$547,094","$547,094","$547,094","$547,094","$547,094","$547,094","$547,094","$547,094","$547,094","$547,094","$711,222","$711,222","$711,222","$711,222","$711,222","$711,222","$711,222","$711,222","$711,222","$711,222"
370,APAC,Financial Services,Enterprise,,,,,,,,,,,,,,,,,,,,,"$945,865","$945,865","$945,865","$945,865","$945,865","$945,865","$945,865","$945,865","$945,865","$945,865","$945,865","$945,865","$1,229,625","$1,229,625","$1,229,625","$1,229,625","$1,229,625","$1,229,625","$1,229,625","$1,229,625","$1,229,625","$1,229,625"
371,APAC,Travel,Middle Market,,,,,,,,,,,,,,,,,,,,,"$276,921","$276,921","$276,921","$276,921","$276,921","$276,921","$276,921","$276,921","$276,921","$276,921","$276,921","$276,921","$359,997","$359,997","$359,997","$359,997","$359,997","$359,997","$359,997","$359,997","$359,997","$359,997"
372,EMEA,Financial Services,SMB,,,,,,,,,,,,,,,,,,,,,"$248,573","$248,573","$248,573","$248,573","$248,573","$248,573","$248,573","$248,573","$248,573","$248,573","$248,573","$248,573","$323,145","$323,145","$323,145","$323,145","$323,145","$323,145","$323,145","$323,145","$323,145","$323,145"
373,APAC,Travel,SMB,,,,,,,,,,,,,,,,,,,,,"$960,016","$960,016","$960,016","$960,016","$960,016","$960,016","$960,016","$960,016","$960,016","$960,016","$960,016","$960,016","$1,248,021","$1,248,021","$1,248,021","$1,248,021","$1,248,021","$1,248,021","$1,248,021","$1,248,021","$1,248,021","$1,248,021"
374,EMEA,Healthcare,Middle Market,,,,,,,,,,,,,,,,,,,,,"$372,826","$372,826","$372,826","$372,826","$372,826","$372,826","$372,826","$372,826","$372,826","$372,826","$372,826","$372,826","$484,674","$484,674","$484,674","$484,674","$484,674","$484,674","$484,674","$484,674","$484,674","$484,674"
375,North America,Healthcare,Enterprise,,,,,,,,,,,,,,,,,,,,,"$957,204","$957,204","$957,204","$957,204","$957,204","$957,204","$957,204","$957,204","$957,204","$957,204","$957,204","$957,204","$1,244,365","$1,244,365","$1,244,365","$1,244,365","$1,244,365","$1,244,365","$1,244,365","$1,244,365","$1,244,365","$1,244,365"
